Full Auction title,"Is it ""no reserve""",Year,Make,Model Family,Model identifier,Era,Origin,Category,Number of comments,Seller,Private party or dealer,Ext. Color Group,Int. Color Group,Buyer,Odometer,Miles of kilometers,Location,Chassis/VIN,Status,Value,Auction end day,Auction end month,Auction end day number,Auction end time,Auction end year,Number of bids,Auction URL,Number of views,Watchers
2006 BMW M3 Convertible 6-Speed,Y,2006,BMW,BMW E46 M3,"3 series, 3-series, e46, e46 m3",2000s,German,Convertibles,28,AutobarnCollection https://bringatrailer.com/member/autobarncollection/,Dealer,,White,SpartyMJS https://bringatrailer.com/member/spartymjs/,56k,Miles,"Buffalo Grove, Illinois 60089",WBSBR93456PK12225,Sold,"$20,650",Friday,June,2,12:03am,2023,23,https://bringatrailer.com/listing/2006-bmw-m3-convertible-89/,"6,777",613
1999 Pontiac Firebird Trans Am 30th Anniversary Edition Convertible,N,1999,Pontiac,Pontiac Firebird (1993-2002),,1990s,American,Convertibles,41,the_patina_group https://bringatrailer.com/member/the_patina_group/,Dealer,,,cagee6552 https://bringatrailer.com/member/cagee6552/,30th,Anniversary,"Statesville West, North Carolina 28677",2G2FV32G5X2224756,Sold,"$19,000",Friday,June,2,12:01am,2023,27,https://bringatrailer.com/listing/1999-pontiac-firebird-trans-am-30th-anniversary-edition-convertible/,"5,325",507
2001 BMW 325Ci Convertible 5-Speed,N,2001,BMW,BMW E46 3-Series Convertible,,2000s,German,Convertibles,14,oldschoolclassics https://bringatrailer.com/member/oldschoolclassics/,Dealer,Blue,Black,PTXMiddleton https://bringatrailer.com/member/ptxmiddleton/,70k,Miles,"New Middletown, Ohio 44442",WBABS33471JY40448,Sold,"$14,000",Thursday,June,1,11:51pm,2023,41,https://bringatrailer.com/listing/2001-bmw-325ci-convertible-10/,"2,786",328
1965 Oldsmobile Cutlass 442 Convertible 5-Speed,N,1965,Oldsmobile,Oldsmobile 4-4-2,,1960s,American,Convertibles,53,JoeyGMart https://bringatrailer.com/member/joeygmart/,Private Party,,Turquoise,Robear442 https://bringatrailer.com/member/robear442/,57k,Miles,"Riverhead, New York 11901",338675M335911,Sold,"$38,500",Thursday,June,1,11:28pm,2023,36,https://bringatrailer.com/listing/1965-oldsmobile-442-16/,"11,061",987
V8-Powered 1980 MG MGB Limited Edition 5-Speed,N,1980,MG,MG MGB,,1980s,British,Convertibles,45,Carhaller https://bringatrailer.com/member/carhaller/,Private Party,,Black,Kcjjw https://bringatrailer.com/member/kcjjw/,773,Miles,"Newark, Ohio 43055",GVVDJ2AG521154,Sold,"$19,750",Thursday,June,1,11:28pm,2023,52,https://bringatrailer.com/listing/1980-mg-mgb-limited-edition-12/,"8,786",837
1970 Triumph TR6 5-Speed,Y,1970,Triumph,Triumph TR6,,1970s,British,Convertibles,92,911r https://bringatrailer.com/member/911r/,Dealer,Red,Black,Sfahl https://bringatrailer.com/member/sfahl/,81k,Miles,"Portland, Oregon 97227",CC54026L,Sold,"$46,000",Thursday,June,1,11:12pm,2023,58,https://bringatrailer.com/listing/1970-triumph-tr6-46/,"16,829","1,246"
1995 Mercedes-Benz E320 Cabriolet,N,1995,Mercedes-Benz,Mercedes-Benz W124 E-Class,,1990s,German,Convertibles,25,Vic https://bringatrailer.com/member/vic/,Dealer,Black,Black,bustrans https://bringatrailer.com/member/bustrans/,61k,Miles,"Brush Prairie, Washington 98606",WDBEA66E6SC279947,Sold,"$17,000",Thursday,June,1,11:00pm,2023,8,https://bringatrailer.com/listing/1995-mercedes-benz-e320-cabriolet-182/,"4,972",465
34k-Mile 2004 Mercedes-Benz SL500,Y,2004,Mercedes-Benz,Mercedes-Benz R230 SL,,2000s,German,Convertibles,33,AliGhanizad https://bringatrailer.com/member/alighanizad/,Dealer,Blue,,carpeddler50 https://bringatrailer.com/member/carpeddler50/,34k,Miles,"Lemon Grove, California 91945",WDBSK75F94F065620,Sold,"$19,500",Thursday,June,1,10:33pm,2023,38,https://bringatrailer.com/listing/2004-mercedes-benz-sl500-101/,"6,304",734
1957 Ford Thunderbird,N,1957,Ford,Ford Thunderbird (1955-1957),,1950s,American,Convertibles,22,Daves57cadi https://bringatrailer.com/member/daves57cadi/,Private Party,White,Black White,OitsTodd https://bringatrailer.com/member/oitstodd/,36k,Miles,"Rancho La Costa, California 92009",D7FH296875,Sold,"$33,300",Thursday,June,1,10:27pm,2023,34,https://bringatrailer.com/listing/1957-ford-thunderbird-238/,"5,419",625
2023 Chevrolet Corvette Z06 Convertible 3LZ 70th Anniversary Edition,Y,2023,Chevrolet,Chevrolet Corvette C8,,2020s,American,Convertibles,127,tborah https://bringatrailer.com/member/tborah/,Dealer,,,DISIERE https://bringatrailer.com/member/disiere/,15,Miles,"Philadelphia, Pennsylvania 19153",1G1YF3D35P5700190,Sold,"$235,000",Thursday,June,1,10:10pm,2023,29,https://bringatrailer.com/listing/2023-chevrolet-corvette-z06-convertible-2/,"30,302","2,123"
1948 Willys-Overland Jeepster,Y,1948,Willys,Willys Jeepster,,1940s,American,Convertibles,65,DMANI2020 https://bringatrailer.com/member/dmani2020/,Private Party,Red,Tan,TACSBob https://bringatrailer.com/member/tacsbob/,250,Miles,"West Hollywood, California 90069",46365986,Sold,"$26,000",Thursday,June,1,9:52pm,2023,37,https://bringatrailer.com/listing/1948-willys-jeepster-24/,"6,413",722
1983 Mercedes-Benz 380SL,Y,1983,Mercedes-Benz,Mercedes-Benz R107 SL,"r107, sl",1980s,German,Convertibles,22,heritagecle https://bringatrailer.com/member/heritagecle/,Dealer,White,Gray,ChefGeoff https://bringatrailer.com/member/chefgeoff/,36k,Miles,"Medina, Ohio 44256",WDBBA45A9DB019511,Sold,"$12,000",Thursday,June,1,9:51pm,2023,22,https://bringatrailer.com/listing/1983-mercedes-benz-380sl-98/,"3,966",469
ZZ4-Powered 1962 Chevrolet Corvette 4-Speed,N,1962,Chevrolet,Chevrolet Corvette C1,c1,1960s,American,Convertibles,23,Hal-in-Prescott https://bringatrailer.com/member/hal-in-prescott/,Private Party,,Maroon,,40k,Miles,"Prescott, Arizona 86301",20867S104037,Not Sold,"$61,000",Thursday,June,1,9:40pm,2023,7,https://bringatrailer.com/listing/1962-chevrolet-corvette-211/,"7,534",734
1970 Mercedes-Benz 280SL,N,1970,Mercedes-Benz,Mercedes-Benz W113 SL,"pagoda, sl, w113",1970s,German,Convertibles,38,juju2901 https://bringatrailer.com/member/juju2901/,Private Party,Gray,Gray,,85k,Miles,"Clinton Corners, New York 12514",11304412015139,Not Sold,"$50,700",Thursday,June,1,9:16pm,2023,13,https://bringatrailer.com/listing/1970-mercedes-benz-280sl-114/,"8,254",859
1963 Rolls-Royce Silver Cloud III Drophead Coupe-Style Conversion,N,1963,Rolls-Royce,Rolls-Royce Silver Cloud & Phantom V,,1960s,British,Convertibles,49,Wob https://bringatrailer.com/member/wob/,Dealer,,White,Tasmaniandevil https://bringatrailer.com/member/tasmaniandevil/,74k,Miles,"Thousand Oaks, California 91320",LSJR131,Sold,"$138,000",Thursday,June,1,8:47pm,2023,14,https://bringatrailer.com/listing/1963-rolls-royce-silver-cloud-9/,"8,316",538
261-Powered 1949 Chevrolet Styleline Deluxe Convertible 5-Speed,N,1949,,,,,,,,,,,quickbowtie https://bringatrailer.com/member/quickbowtie/,,,,,,,Thursday,June,1,8:47pm,,38,https://bringatrailer.com/listing/1949-chevrolet-styleline-8/,"10,551",757
2013 Porsche Boxster S,Y,2013,Porsche,Porsche 981 Boxster,,2010s,German,Convertibles,48,Janopapay https://bringatrailer.com/member/janopapay/,Private Party,White,Beige,Jnthree56 https://bringatrailer.com/member/jnthree56/,129k,Miles,"Oak Lawn, Illinois 60457",WP0CB2A82DK132212,Sold,"$28,250",Thursday,June,1,7:40pm,2023,30,https://bringatrailer.com/listing/2013-porsche-boxster-s-14/,"13,633",996
28-Years-Owned Triumph TR3A,Y,,Triumph,Triumph TR3,"tr3, tr3 a, tr3-a",1960s,British,Convertibles,59,MFunf https://bringatrailer.com/member/mfunf/,Private Party,,Gray,Bosticsic https://bringatrailer.com/member/bosticsic/,68k,Miles,"Tucson, Arizona 85718",SD11757T93,Sold,"$18,750",Thursday,June,1,7:29pm,2023,34,https://bringatrailer.com/listing/triumph-tr3a-42/,"12,130",992
2008 Honda S2000,N,2008,Honda,Honda S2000,ap2,2000s,Japanese,Convertibles,53,justanotherstranger https://bringatrailer.com/member/justanotherstranger/,Private Party,,Red,Iovaykind https://bringatrailer.com/member/iovaykind/,56k,Miles,"Far Hills, New Jersey 07931",JHMAP21478S002095,Sold,"$29,999",Thursday,June,1,7:28pm,2023,13,https://bringatrailer.com/listing/2008-honda-s2000-80/,"9,445",692
1989 Mercedes-Benz 560SL,N,1989,Mercedes-Benz,Mercedes-Benz R107 SL,"r107, sl",1980s,German,Convertibles,62,Competitioncars https://bringatrailer.com/member/competitioncars/,Dealer,Black,Gray,,59k,Miles,"Myrtle Beach, South Carolina 29588",WDBBA48D1KA093093,Not Sold,"$26,500",Thursday,June,1,12:18am,2023,40,https://bringatrailer.com/listing/1989-mercedes-benz-560sl-348/,"6,750",723
1977 Triumph Spitfire 1500,N,1977 1500,Triumph,Triumph Spitfire,,1970s,British,Convertibles,48,ramsey3007 https://bringatrailer.com/member/ramsey3007/,Private Party,Green,Tan,Fionamac https://bringatrailer.com/member/fionamac/,54k,Miles,"Fairview, North Carolina 28730",FM63349U,Sold,"$15,000",Thursday,June,1,12:18am,2023,31,https://bringatrailer.com/listing/1977-triumph-spitfire-23/,"7,285",556
2009 Ford Mustang Shelby GT500 Convertible,N,2009,Ford,Ford Mustang S197 2005-2014,,elFord Shelby Mustang (2006+),0s,erican,29,Rycodad https://bringatrailer.com/member/rycodad/,Private Party,,Silver,,"4,800",Kilometers,"Langley, British Columbia, Canada",1ZVHT89SX95143693,Not Sold,"$33,000",Thursday,June,1,12:09am,2023,41,https://bringatrailer.com/listing/2009-ford-mustang-shelby-gt500-convertible/,"5,127",433
1959 Triumph TR3A,N,1959,Triumph,Triumph TR3,"tr3, tr3 a, tr3-a",1950s,British,Convertibles,31,Match84G https://bringatrailer.com/member/match84g/,Private Party,Yellow,Black,calgaardg https://bringatrailer.com/member/calgaardg/,31k,Miles,"Saint Petersburg, Florida 33710",TS51676L,Sold,"$27,555",Thursday,June,1,12:04am,2023,23,https://bringatrailer.com/listing/1959-triumph-tr3a-52/,"6,733",664
33k-Mile 2006 BMW 325Ci Convertible,Y,2006,BMW,BMW E46 3-Series Convertible,,2000s,German,Convertibles,30,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,Black,,drltexas https://bringatrailer.com/member/drltexas/,33k,Miles,"Yellow House, Pennsylvania 19518",WBABW33466PX88206,Sold,"$18,750",Thursday,June,1,12:00am,2023,66,https://bringatrailer.com/listing/2006-bmw-325ci-convertible-17/,"3,618",461
13k-Mile 1988 Jaguar XJ-S Hess & Eisenhardt Convertible V12,N,1988,Jaguar,Jaguar XJS,,1980s,British,Convertibles,37,GLCC2017 https://bringatrailer.com/member/glcc2017/,Dealer,Beige,,,13k,Miles,"Hilton, New York 14468",SAJNV5840JC146654,Not Sold,"$13,500",Wednesday,May,31,11:43pm,2023,24,https://bringatrailer.com/listing/1988-jaguar-xj-s-v12-3/,"3,946",402
34k-Mile 2002 Mazda MX-5 Miata Special Edition,N,2002,Mazda,Mazda NB MX-5 Miata,,2000s,Japanese,Convertibles,32,Mdh264 https://bringatrailer.com/member/mdh264/,Private Party,,Gray,,34k,Miles,"Queens, New York 11369",JM1NB353420225075,Not Sold,"$12,100",Wednesday,May,31,11:41pm,2023,22,https://bringatrailer.com/listing/2002-mazda-mx-5-miata-special-edition-8/,"6,713",587
23k-Mile 1996 Ferrari F355 Spider 6-Speed,N,1996,Ferrari,Ferrari F355,355,1990s,Italian,Convertibles,49,merlinautogroup https://bringatrailer.com/member/merlinautogroup/,Dealer,,Black,JJW007 https://bringatrailer.com/member/jjw007/,23k,Miles,"Winters Chapel, Georgia 30360",ZFFXR48A8T0104489,Sold,"$90,000",Wednesday,May,31,11:39pm,2023,39,https://bringatrailer.com/listing/1996-ferrari-f355-spider-14/,"9,811","1,008"
23k-Mile 1999 Mercedes-Benz SLK230 Kompressor,Y,1999,Mercedes-Benz,Mercedes-Benz SLK-Class,,1990s,German,Convertibles,17,cshai https://bringatrailer.com/member/cshai/,Dealer,Silver,,FrankMaxArcher https://bringatrailer.com/member/frankmaxarcher/,23k,Miles,"Rockville, Maryland 20852",WDBKK47F7XF121313,Sold,"$10,750",Wednesday,May,31,11:30pm,2023,40,https://bringatrailer.com/listing/1999-mercedes-benz-slk230-kompressor/,"2,979",266
29k-Mile 1998 Mercedes-Benz SL500,Y,1998,Mercedes-Benz,Mercedes-Benz R129 SL,"r129, sl",1990s,German,Convertibles,45,RenuAuto https://bringatrailer.com/member/renuauto/,Dealer,Silver,Gray,BlueIceSkater https://bringatrailer.com/member/blueiceskater/,29k,Miles,"Saint George, Utah 84790",WDBFA67F8WF158773,Sold,"$25,500",Wednesday,May,31,11:00pm,2023,43,https://bringatrailer.com/listing/1998-mercedes-benz-sl500-132/,"4,464",505
1964 Chevrolet Corvair Monza Spyder Convertible 4-Speed,N,1964,Chevrolet,Chevrolet Corvair (1960-1964),,1960s,American,Convertibles,39,birmen https://bringatrailer.com/member/birmen/,Private Party,Red,Gray Black,Tleask https://bringatrailer.com/member/tleask/,35k,Miles,"Wickenburg, Arizona 85390",40667W236463,Sold,"$15,500",Wednesday,May,31,10:53pm,2023,14,https://bringatrailer.com/listing/1964-chevrolet-corvair-20/,"11,224",549
Original-Owner 2006 BMW Z4 M Roadster,N,2006,BMW,BMW Z4 M Roadster,,2000s,German,Convertibles,26,LVZ4M https://bringatrailer.com/member/lvz4m/,Private Party,,,911M3 https://bringatrailer.com/member/911m3/,One-Owner,Example,"Las Vegas, Nevada 89158",5UMBT93566LE89182,Sold,"$29,500",Wednesday,May,31,10:50pm,2023,24,https://bringatrailer.com/listing/2006-bmw-z4-m-roadster-83/,"3,795",433
35k-Mile 2003 Mercedes-Benz SL500,N,2003,Mercedes-Benz,Mercedes-Benz R230 SL,"r230, sl",2000s,German,Convertibles,14,Medstrategist https://bringatrailer.com/member/medstrategist/,Private Party,Silver,,,35k,Miles,"San Antonio, Texas 78255",WDBSK75F63F028524,Not Sold,"$16,500",Wednesday,May,31,10:37pm,2023,2,https://bringatrailer.com/listing/2003-mercedes-benz-sl500-234/,"2,860",336
1963 Buick Wildcat Convertible,N,1963,,,,,,,,,,,RichDirks https://bringatrailer.com/member/richdirks/,,,,,,,Wednesday,May,31,10:12pm,,21,https://bringatrailer.com/listing/1963-buick-wildcat-convertible-3/,"7,774",675
19k-Mile 2007 Chrysler Crossfire Roadster,Y,2007,Chrysler,Chrysler Crossfire,,2000s,American,Convertibles,20,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,Silver,Gray,Johnpower https://bringatrailer.com/member/johnpower/,19k,Miles,"Yellow House, Pennsylvania 19518",1C3LN65L67X073948,Sold,"$15,000",Wednesday,May,31,10:08pm,2023,22,https://bringatrailer.com/listing/2007-chrysler-crossfire-roadster/,"3,418",389
"4,300-Mile 2015 Chevrolet Corvette Z06 Convertible 3LZ Z07 7-Speed",N,2015,Chevrolet,Chevrolet Corvette C7,,2010s,American,Convertibles,62,SouthernMIke https://bringatrailer.com/member/southernmike/,Dealer,,Red,RideRed231 https://bringatrailer.com/member/ridered231/,"4,300",Miles,"Toms River, New Jersey 08755",1G1YT3D66F5602139,Sold,"$82,000",Wednesday,May,31,10:01pm,2023,21,https://bringatrailer.com/listing/2015-chevrolet-corvette-z06-convertible-9/,"7,244",714
1969 Buick Electra 225 Custom Convertible,N,1969,Buick,Buick Electra,,1960s,American,Convertibles,46,villager1114 https://bringatrailer.com/member/villager1114/,Private Party,White,Black,,70k,Miles,"Arcadia, Indiana 46030",484679H249926,Not Sold,"$11,750",Wednesday,May,31,9:56pm,2023,17,https://bringatrailer.com/listing/1969-buick-electra-225-custom-convertible-2/,"3,991",384
1973 Cadillac Eldorado Convertible,Y,1973,Cadillac,Cadillac Eldorado,,1970s,American,Convertibles,26,motorcarstudio https://bringatrailer.com/member/motorcarstudio/,Dealer,Yellow,,BurlTurner https://bringatrailer.com/member/burlturner/,80k,Miles,"Savannah, Georgia 31415",6L67S3Q443682,Sold,"$16,000",Wednesday,May,31,9:34pm,2023,15,https://bringatrailer.com/listing/1973-cadillac-eldorado-convertible-2/,"7,004",417
49k-Mile 2013 Jaguar XKR Convertible,N,2013,Jaguar,Jaguar XKR,,2010s,British,Convertibles,33,MohrImports https://bringatrailer.com/member/mohrimports/,Dealer,Black,,Rover123 https://bringatrailer.com/member/rover123/,49k,Miles,"Monterey, California 93940",SAJWA4EC1DMB50106,Sold,"$33,000",Wednesday,May,31,9:20pm,2023,24,https://bringatrailer.com/listing/2013-jaguar-xkr-convertible-4/,"4,130",498
1963 Chevrolet Corvette Convertible 327/300 4-Speed,N,1963,Chevrolet,Chevrolet Corvette C2,c2,1960s,American,Convertibles,43,Grapeshot https://bringatrailer.com/member/grapeshot/,Private Party,White,Black,RichardMcKenzie https://bringatrailer.com/member/richardmckenzie/,8k,Miles,"Renton, Washington 98056",30867S112865,Sold,"$55,000",Wednesday,May,31,8:38pm,2023,29,https://bringatrailer.com/listing/1963-chevrolet-corvette-convertible-83/,"8,523",961
29k-Mile 2012 Mercedes-Benz SLS AMG Roadster,N,2012,Mercedes-Benz,Mercedes-Benz AMG,,elMercedes-Benz SLS AMG,0s,rman,40,casciomotors https://bringatrailer.com/member/casciomotors/,Dealer,,Black,twisch522 https://bringatrailer.com/member/twisch522/,29k,Miles,"Scottsdale, Arizona 85258",WDDRK7HA9CA007637,Sold,"$126,000",Wednesday,May,31,8:10pm,2023,9,https://bringatrailer.com/listing/2012-mercedes-benz-sls-amg-roadster-12/,"7,112",632
1968 Jaguar XKE Series 1.5 Roadster,N,1968,Jaguar,Jaguar XKE Series I,"e type, e-type",1960s,British,Convertibles,25,kickstart1 https://bringatrailer.com/member/kickstart1/,Private Party,Red,Black,Tombobstr https://bringatrailer.com/member/tombobstr/,28k,Miles,"Naples, Florida 34112",1E17667,Sold,"$97,000",Wednesday,May,31,8:05pm,2023,51,https://bringatrailer.com/listing/1968-jaguar-xke-roadster-42/,"8,951","1,048"
14k-Mile 2007 Mercedes-Benz SL55 AMG,N,2007,Mercedes-Benz,Mercedes-Benz AMG,"r230, sl",elMercedes-Benz R230 SL,0s,rman,46,PAGSF https://bringatrailer.com/member/pagsf/,Dealer,White,Beige,PBerrini https://bringatrailer.com/member/pberrini/,14k,Miles,"Pompano Beach, Florida 33067",WDBSK72F37F119244,Sold,"$45,916",Wednesday,May,31,8:02pm,2023,43,https://bringatrailer.com/listing/2007-mercedes-benz-sl55-amg-57/,"8,882","1,007"
7k-Mile 1994 Ferrari 348 Spider,N,1994,Ferrari,Ferrari 348,,1990s,Italian,Convertibles,31,howS https://bringatrailer.com/member/hows/,Dealer,Red,Beige,,7k,Miles,"Norristown, Pennsylvania 19406",ZFFRG43A3R0096767,Not Sold,"$77,500",Wednesday,May,31,7:55pm,2023,5,https://bringatrailer.com/listing/1994-ferrari-348-19/,"8,139",701
1996 Lotus Elise S1,N,1996,Lotus,Lotus Elise,,1990s,British,Convertibles,46,revhardmotors https://bringatrailer.com/member/revhardmotors/,Dealer,,Black,,60k,Miles,"Denver, Colorado 80216",SCC111YN1THA10036,Not Sold,"$28,000",Wednesday,May,31,7:35pm,2023,5,https://bringatrailer.com/listing/1996-lotus-elise-4/,"9,673",653
1968 Triumph TR250,N,1968,Triumph,Triumph TR5 & TR250,,1960s,British,Convertibles,86,nsavaria https://bringatrailer.com/member/nsavaria/,Private Party,Yellow,Black,jmp61 https://bringatrailer.com/member/jmp61/,86k,Miles,"Greer, South Carolina 29650",CD4812L,Sold,"$53,000",Wednesday,May,31,7:33pm,2023,36,https://bringatrailer.com/listing/1968-triumph-tr250-53/,"12,609",930
"7,500-Mile 2005 Ferrari F430 Spider 6-Speed",N,2005,Ferrari,Ferrari F430,,2000s,Italian,Convertibles,98,SCOTT430 https://bringatrailer.com/member/scott430/,Private Party,,,,7k,Miles,"Woodbury, New York 11797",ZFFEW59A950142997,Not Sold,"$252,000",Wednesday,May,31,7:10pm,2023,15,https://bringatrailer.com/listing/2005-ferrari-f430-spider-7/,"17,491","1,350"
1969 Plymouth GTX Hemi Convertible,N,1969,Plymouth,Plymouth GTX,,1960s,American,Convertibles,92,CCCWC https://bringatrailer.com/member/cccwc/,Dealer,,Tan,,96k,Miles,"West Bradford, Pennsylvania 19335",RS27J9G237827,Not Sold,"$155,000",Wednesday,May,31,7:09pm,2023,19,https://bringatrailer.com/listing/1969-plymouth-gtx-25/,"22,055","1,373"
7k-Mile 2008 BMW 650i Convertible 6-Speed,N,2008,BMW,BMW E63/E64 6-Series,,2000s,German,Convertibles,42,ammpasha https://bringatrailer.com/member/ammpasha/,Private Party,White,Beige,,7k,Miles,"Morgan Hill, California 95037",WBAEB53568CX58100,Not Sold,"$24,000",Wednesday,May,31,12:17am,2023,18,https://bringatrailer.com/listing/2008-bmw-650i-convertible-24/,"3,995",474
1959 Mercedes-Benz 190SL,N,1959,Mercedes-Benz,Mercedes-Benz 190SL,"r121, sl",1950s,German,Convertibles,53,Babyboomer https://bringatrailer.com/member/babyboomer/,Private Party,Black,Red,,10k,Miles,"Houston, Texas 77046",121040109501078,Not Sold,"$142,000",Wednesday,May,31,12:13am,2023,42,https://bringatrailer.com/listing/1959-mercedes-benz-190sl-36/,"15,970","1,322"
1979 Volkswagen Super Beetle Convertible,N,1979,Volkswagen,Volkswagen Beetle,vw,1970s,German,Convertibles,19,Jimmy1942 https://bringatrailer.com/member/jimmy1942/,Private Party,Yellow,Black,redrubi https://bringatrailer.com/member/redrubi/,13k,Miles,"Virginia Foothills, Nevada 89511",1592037868,Sold,"$20,000",Wednesday,May,31,12:11am,2023,50,https://bringatrailer.com/listing/1979-volkswagen-super-beetle-convertible-2/,"4,179",520
245-Mile 1994 Ford Mustang SVT Cobra Pace Car Convertible 5-Speed,Y,1994,Ford,Ford Mustang SN95 1994-2004,,1990s,American,Convertibles,28,joseph8207 https://bringatrailer.com/member/joseph8207/,Private Party,,,BGME https://bringatrailer.com/member/bgme/,One,of,"Asheboro, North Carolina 27205",1FALP45D1RF158195,Sold,"$37,250",Wednesday,May,31,12:08am,2023,32,https://bringatrailer.com/listing/1994-ford-mustang-svt-cobra-convertible-9/,"2,915",377
327-Powered 1957 Chevrolet Bel Air Convertible 3-Speed,N,1957,Chevrolet,Chevrolet Bel Air,,elChevrolet Tri-5,0s,erican,40,pjlev https://bringatrailer.com/member/pjlev/,Private Party,Blue,White,GRINDSTYN https://bringatrailer.com/member/grindstyn/,"4,800",Miles,"West Hanover, Massachusetts 02339",57B179481,Sold,"$68,000",Tuesday,May,30,11:58pm,2023,63,https://bringatrailer.com/listing/1957-chevrolet-bel-air-convertible-38/,"6,412",771
6k-Mile 2008 Mercedes-Benz CLK550 Cabriolet,N,2008,Mercedes-Benz,Mercedes-Benz CLK-Class,,2000s,German,Convertibles,38,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,Silver,,howiepenny https://bringatrailer.com/member/howiepenny/,6k,Miles,"Yellow House, Pennsylvania 19518",WDBTK72F68T094895,Sold,"$37,000",Tuesday,May,30,11:53pm,2023,58,https://bringatrailer.com/listing/2008-mercedes-benz-clk550-cabriolet/,"4,021",508
2005 BMW 330Ci Convertible,Y,2005,BMW,BMW E46 3-Series Convertible,,2000s,German,Convertibles,20,Bad_Chadi https://bringatrailer.com/member/bad_chadi/,Dealer,Blue,Gray,Crosbyjelliott https://bringatrailer.com/member/crosbyjelliott/,64k,Miles,"North Royalton, Ohio 44133",WBABW53425PL49207,Sold,"$16,000",Tuesday,May,30,11:43pm,2023,31,https://bringatrailer.com/listing/2005-bmw-330ci-convertible-8/,"4,224",473
1969 Chevrolet Corvette Convertible 427 4-Speed,N,1969,Chevrolet,Chevrolet Corvette C3,c3,1960s,American,Convertibles,41,avantihank https://bringatrailer.com/member/avantihank/,Private Party,,Red,cb2415 https://bringatrailer.com/member/cb2415/,79k,Miles,"Paragould, Arkansas 72450",1946795704327,Sold,"$67,000",Tuesday,May,30,11:21pm,2023,17,https://bringatrailer.com/listing/1969-chevrolet-corvette-201/,"7,621",853
2001 Audi TT Roadster 225 Quattro 6-Speed,Y,2001,Audi,Audi TT,,2000s,German,Convertibles,24,Alpine87.5 https://bringatrailer.com/member/alpine87.5/,Private Party,Black,,Lawangela1970 https://bringatrailer.com/member/lawangela1970/,57k,Miles,"San Tan Valley, Arizona 85142",TRUUT28N811045242,Sold,"$9,299",Tuesday,May,30,11:15pm,2023,7,https://bringatrailer.com/listing/2001-audi-tt-roadster-3/,"3,957",385
LS3-Powered 2002 Mazda MX-5 Miata 6-Speed,N,2002,Mazda,Mazda NB MX-5 Miata,,2000s,Japanese,Convertibles,145,DadMove https://bringatrailer.com/member/dadmove/,Private Party,,Red,72tripledude https://bringatrailer.com/member/72tripledude/,TMU,,"West Covina, California 91791",JM1NB353620225451,Sold,"$51,500",Tuesday,May,30,11:14pm,2023,44,https://bringatrailer.com/listing/2002-mazda-mx-5-miata-ls-4/,"14,155",808
One-Family-Owned 1967 Plymouth Satellite Convertible 383,N,1967,Plymouth,Plymouth Satellite,,1960s,American,Convertibles,27,gary2helpsettle https://bringatrailer.com/member/gary2helpsettle/,Private Party,Red,Red,BillKay601 https://bringatrailer.com/member/billkay601/,Rebuilt,383ci,"Kernersville, North Carolina 27284",RP27H77127280,Sold,"$27,000",Tuesday,May,30,11:09pm,2023,31,https://bringatrailer.com/listing/1967-plymouth-satellite-4/,"5,899",657
1972 MG Midget,N,1972,MG,MG Midget,,1970s,British,Convertibles,45,VerySouth https://bringatrailer.com/member/verysouth/,Private Party,Black,Gray,roboll https://bringatrailer.com/member/roboll/,10k,Miles,"Seabrook Island, South Carolina 29455",GAN5UC117461G,Sold,"$12,600",Tuesday,May,30,10:54pm,2023,39,https://bringatrailer.com/listing/1972-mg-midget-20/,"6,031",472
Supercharged 2000 Honda S2000,Y,2000,Honda,Honda S2000,ap1,2000s,Japanese,Convertibles,58,jaykay https://bringatrailer.com/member/jaykay/,Private Party,,,auslex22 https://bringatrailer.com/member/auslex22/,46k,Miles,"West Hanover, Pennsylvania 17112",JHMAP1144YT009137,Sold,"$30,000",Tuesday,May,30,10:52pm,2023,46,https://bringatrailer.com/listing/2000-honda-s2000-177/,"9,045",802
1986 Mercedes-Benz 560SL,N,1986,Mercedes-Benz,Mercedes-Benz R107 SL,"r107, sl",1980s,German,Convertibles,21,kwattsandco https://bringatrailer.com/member/kwattsandco/,Dealer,,Red,dingadorrell https://bringatrailer.com/member/dingadorrell/,140k,Miles,"Raleigh, North Carolina 27606",WDBBA48D5GA041540,Sold,"$16,000",Tuesday,May,30,10:44pm,2023,25,https://bringatrailer.com/listing/1986-mercedes-benz-560sl-250/,"4,881",454
45k-Mile 2008 Mercedes-Benz SL550,Y,2008,Mercedes-Benz,Mercedes-Benz R230 SL,,2000s,German,Convertibles,25,Bad_Chadi https://bringatrailer.com/member/bad_chadi/,Dealer,Grey,Black,vandenbosr https://bringatrailer.com/member/vandenbosr/,45k,Miles,"North Royalton, Ohio 44133",WDBSK71F38F140713,Sold,"$23,750",Tuesday,May,30,10:32pm,2023,31,https://bringatrailer.com/listing/2008-mercedes-benz-sl550-41/,"5,400",707
