Full Auction title,"Is it ""no reserve""",Year,Make,Model Family,Model identifier,Era,Origin,Category,Number of comments,Seller,Private party or dealer,Ext. Color Group,Int. Color Group,Buyer,Odometer,Miles of kilometers,Location,Chassis/VIN,Status,Value,Auction end day,Auction end month,Auction end day number,Auction end time,Auction end year,Number of bids,Auction URL,Number of views,Watchers
1955 Ford Thunderbird,N,1955,Ford,Ford Thunderbird (1955-1957),,1950s,American,Convertibles,49,lennie_Lawson https://bringatrailer.com/member/lennie_lawson/,Dealer,Blue,Blue White,SteveSpa https://bringatrailer.com/member/stevespa/,"1,400",Miles,"Tusculum, Tennessee 37745",P5FH162552,Sold,"$59,000",Saturday,June,3,11:11pm,2023,46,https://bringatrailer.com/listing/1955-ford-thunderbird-129/,"6,946",697
1989 Mercedes-Benz 560SL,Y,1989,Mercedes-Benz,Mercedes-Benz R107 SL,"r107, sl",1980s,German,Convertibles,69,Dean_Laumbach https://bringatrailer.com/member/dean_laumbach/,Dealer,,Blue Green,RedHeadNSF https://bringatrailer.com/member/redheadnsf/,53k,Miles,"Wall Township, New Jersey 07753",WDBBA48D2KA102626,Sold,"$45,000",Saturday,June,3,11:07pm,2023,52,https://bringatrailer.com/listing/1989-mercedes-benz-560sl-347/,"9,410",918
2005 BMW M3 Convertible,Y,2005,BMW,BMW E46 M3,"3 series, 3-series, e46, e46 m3",2000s,German,Convertibles,29,AutobarnCollection https://bringatrailer.com/member/autobarncollection/,Dealer,,White,chromeless https://bringatrailer.com/member/chromeless/,42k,Miles,"Buffalo Grove, Illinois 60089",WBSBR93415PK10082,Sold,"$27,750",Saturday,June,3,11:05pm,2023,23,https://bringatrailer.com/listing/2005-bmw-m3-convertible-77/,"7,110",591
29k-Mile 1994 Chevrolet Corvette Convertible 6-Speed,Y,1994,Chevrolet,Chevrolet Corvette C4,,1990s,American,Convertibles,54,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,,Purple,T.white https://bringatrailer.com/member/t.white/,29k,Miles,"Yellow House, Pennsylvania 19518",1G1YY32P4R5109755,Sold,"$19,250",Saturday,June,3,10:54pm,2023,29,https://bringatrailer.com/listing/1994-chevrolet-corvette-convertible-16/,"5,008",557
1976 Triumph TR6,N,1976,Triumph,Triumph TR6,,1970s,British,Convertibles,60,Brian50 https://bringatrailer.com/member/brian50/,Private Party,Green,Black,CGMD56 https://bringatrailer.com/member/cgmd56/,16k,Miles,"Grosse Pointe City, Michigan 48230",CF55196U,Sold,"$38,555",Saturday,June,3,10:46pm,2023,35,https://bringatrailer.com/listing/1976-triumph-tr6-143/,"8,441",773
"2,300-Mile 2010 Chevrolet Corvette Grand Sport Convertible 2LT",N,2010,Chevrolet,Chevrolet Corvette C6,,2010s,American,Convertibles,44,DMCJupiter https://bringatrailer.com/member/dmcjupiter/,Dealer,,Yellow,,"2,300",Miles,"Jupiter, Florida 33458",1G1YV3DW1A5108340,Not Sold,"$36,500",Saturday,June,3,10:41pm,2023,35,https://bringatrailer.com/listing/2010-chevrolet-corvette-convertible-3/,"5,468",651
41k-Mile 2003 BMW 330Ci Convertible,Y,2003,BMW,BMW E46 3-Series Convertible,,2000s,German,Convertibles,65,aegmotorsports https://bringatrailer.com/member/aegmotorsports/,Dealer,Green,Beige,LastMillenniaClassic https://bringatrailer.com/member/lastmillenniaclassic/,41k,Miles,"Saint Cloud, Florida 34771",WBABS53463JU99509,Sold,"$22,250",Saturday,June,3,10:40pm,2023,41,https://bringatrailer.com/listing/2003-bmw-330ci-convertible-15/,"5,603",572
20k-Mile 2001 Porsche Boxster S 6-Speed,Y,2001,Porsche,Porsche 986 Boxster,986,2000s,German,Convertibles,72,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,Black,Beige,Gears5911 https://bringatrailer.com/member/gears5911/,20k,Miles,"Yellow House, Pennsylvania 19518",WP0CB29821U664290,Sold,"$22,750",Saturday,June,3,10:31pm,2023,36,https://bringatrailer.com/listing/2001-porsche-boxster-s-131/,"5,498",785
37k-Mile 2004 Mazda Mazdaspeed MX-5 Miata,N,2004,Mazda,Mazda NB MX-5 Miata,"eunos, mazda, mx-5, mx5, nb, nb miata",2000s,Japanese,Convertibles,51,adcwc https://bringatrailer.com/member/adcwc/,Private Party,,Red,TheBigMuk https://bringatrailer.com/member/thebigmuk/,37k,Miles,"Windham, New Hampshire 03087",JM1NB354040406461,Sold,"$18,000",Saturday,June,3,10:21pm,2023,35,https://bringatrailer.com/listing/2004-mazda-mazdaspeed-mx-5-miata-17/,"7,246",659
2001 Mercedes-Benz CLK430 Cabriolet,Y,2001,Mercedes-Benz,Mercedes-Benz CLK-Class,,2000s,German,Convertibles,22,Rocketman63 https://bringatrailer.com/member/rocketman63/,Private Party,Silver,Gray,brinaldi1 https://bringatrailer.com/member/brinaldi1/,57k,Miles,"Baton Rouge, Louisiana 70810",WDBLK70G71T078688,Sold,"$14,300",Saturday,June,3,10:17pm,2023,18,https://bringatrailer.com/listing/2001-mercedes-benz-clk430-cabriolet-2/,"3,967",409
2006 Porsche Boxster 5-Speed,N,2006,Porsche,Porsche 987 Boxster,987,2000s,German,Convertibles,44,neilzelenski https://bringatrailer.com/member/neilzelenski/,Private Party,Gray,Gray,caymanandwent https://bringatrailer.com/member/caymanandwent/,84k,Miles,"Buckeye, Arizona 85396",WP0CA298X6U712628,Sold,"$15,000",Saturday,June,3,10:16pm,2023,13,https://bringatrailer.com/listing/2006-porsche-boxster-30/,"6,993",656
40-Years-Family-Owned 1952 Jaguar XK120 SE Roadster,N,1952,Jaguar,Jaguar XK120,,1950s,British,Convertibles,81,Freewiley https://bringatrailer.com/member/freewiley/,Private Party,Red,,Jeep131313 https://bringatrailer.com/member/jeep131313/,22k,Miles,"Venice, California 90291",S672774,Sold,"$65,500",Saturday,June,3,10:03pm,2023,41,https://bringatrailer.com/listing/1952-jaguar-xk120-se-roadster-25/,"14,688","1,190"
1969 Volkswagen Beetle Convertible,N,1969,Volkswagen,Volkswagen Beetle,vw,1960s,German,Convertibles,31,bhambroker https://bringatrailer.com/member/bhambroker/,Dealer,Blue,Black,Atclaura https://bringatrailer.com/member/atclaura/,78k,Miles,"Birmingham, Alabama 35233",159577504,Sold,"$15,750",Saturday,June,3,9:47pm,2023,16,https://bringatrailer.com/listing/1969-volkswagen-beetle-73/,"6,127",700
Original-Owner 1996 Volkswagen Cabrio 5-Speed,Y,1996,Volkswagen,Volkswagen Golf/Rabbit Cabriolet,,1990s,German,Convertibles,34,harvey8300 https://bringatrailer.com/member/harvey8300/,Private Party,Aqua Blue,Beige,Turtle66 https://bringatrailer.com/member/turtle66/,56k,Miles,"Watchung, New Jersey 07069",WVWBB81E6TK013159,Sold,"$9,400",Saturday,June,3,9:44pm,2023,25,https://bringatrailer.com/listing/1996-volkswagen-cabrio-3/,"3,883",310
26k-Mile 2000 Porsche Boxster 5-Speed,Y,2000,Porsche,Porsche 986 Boxster,986,2000s,German,Convertibles,56,aegmotorsports https://bringatrailer.com/member/aegmotorsports/,Dealer,Yellow,Black,Bit1754 https://bringatrailer.com/member/bit1754/,26k,Miles,"Saint Cloud, Florida 34771",WP0CA2983YU623289,Sold,"$16,750",Saturday,June,3,9:40pm,2023,25,https://bringatrailer.com/listing/2000-porsche-boxster-96/,"5,504",627
2023 Chevrolet Corvette Stingray Convertible 1LT,N,2023,Chevrolet,Chevrolet Corvette C8,,2020s,American,Convertibles,27,Carguru10 https://bringatrailer.com/member/carguru10/,Private Party,,Black,,38,Miles,"Miami, Florida 33178",1G1YA3D44P5123756,Not Sold,"$77,600",Saturday,June,3,9:34pm,2023,27,https://bringatrailer.com/listing/2023-chevrolet-corvette-18/,"6,377",750
37k-Mile 2015 Mercedes-Benz SL63 AMG 2Look Edition,N,2015,Mercedes-Benz,Mercedes-Benz R231 SL,,2010s,German,Convertibles,24,evanshah https://bringatrailer.com/member/evanshah/,Private Party,,White,Jkintz6 https://bringatrailer.com/member/jkintz6/,37k,Miles,"Minneapolis, Minnesota 55408",WDDJK7EA3FF031246,Sold,"$70,000",Saturday,June,3,9:19pm,2023,44,https://bringatrailer.com/listing/37k-mile-2015-mercedes-benz-sl63-amg-2look-edition/,"6,915",808
37k-Mile 1998 BMW Z3 1.9 5-Speed,Y,1998,BMW,BMW Z3,,1990s,German,Convertibles,23,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,Red,Black,photomark https://bringatrailer.com/member/photomark/,37k,Miles,"Yellow House, Pennsylvania 19518",4USCH7336WLE09449,Sold,"$14,500",Saturday,June,3,9:14pm,2023,26,https://bringatrailer.com/listing/1998-bmw-z3-81/,"4,076",459
16k-Mile 2006 Chevrolet Corvette Convertible 3LT Callaway SuperCharged 560 6-Speed,N,2006,Chevrolet,Chevrolet Corvette C6,,2000s,American,Convertibles,21,ClassicConsulting https://bringatrailer.com/member/classicconsulting/,Dealer,Silver,,jwdgrb https://bringatrailer.com/member/jwdgrb/,16k,Miles,"Meridian, Idaho 83642",1G1YY36U465111338,Sold,"$39,600",Saturday,June,3,8:21pm,2023,33,https://bringatrailer.com/listing/2006-chevrolet-corvette-convertible-7/,"4,756",518
1923 Studebaker Model EM Light Six Touring,Y,1923,,,,,,,,,,,ts72 https://bringatrailer.com/member/ts72/,,,,,,,Saturday,June,3,8:08pm,,12,https://bringatrailer.com/listing/1923-studebaker-light-six-touring/,"4,472",365
12k-Mile 2005 Mercedes-Benz SL600,N,2005,Mercedes-Benz,Mercedes-Benz R230 SL,"r230, sl",2000s,German,Convertibles,44,NaplesLuxuryCars https://bringatrailer.com/member/naplesluxurycars/,Dealer,Silver,,Kmancos https://bringatrailer.com/member/kmancos/,12k,Miles,"Naples, Florida 34103",WDBSK76F55F094709,Sold,"$40,000",Saturday,June,3,8:04pm,2023,12,https://bringatrailer.com/listing/2005-mercedes-benz-sl600-49/,"5,803",577
20k-Mile 2002 Pontiac Firebird Trans Am WS6 Convertible 6-Speed,N,2002,Pontiac,Pontiac Firebird (1993-2002),,2000s,American,Convertibles,27,MOTORVAULT https://bringatrailer.com/member/motorvault/,Dealer,,Black,TedShred-Indy https://bringatrailer.com/member/tedshred-indy/,20k,Miles,"Indianapolis, Indiana 46225",2G2FV32G422103967,Sold,"$28,000",Saturday,June,3,8:03pm,2023,16,https://bringatrailer.com/listing/2002-pontiac-firebird-trans-am-convertible-8/,"5,293",449
1963 Morgan 4/4,N,1963,Morgan,Morgan 4/4,,1960s,British,Convertibles,61,burnice https://bringatrailer.com/member/burnice/,Private Party,Green,Brown,eprodracer https://bringatrailer.com/member/eprodracer/,37k,Miles,"Topsham, Vermont 05076",B679,Sold,"$21,250",Saturday,June,3,8:00pm,2023,28,https://bringatrailer.com/listing/1963-morgan-4-4-3/,"9,782",756
1967 Chevrolet Corvette Convertible 4-Speed,N,1967,Chevrolet,Chevrolet Corvette C2,c2,1960s,American,Convertibles,81,alex_Interstate123 https://bringatrailer.com/member/alex_interstate123/,Dealer,Yellow,Black,Wahoojoe https://bringatrailer.com/member/wahoojoe/,98k,Miles,"Pennington, New Jersey 08534",194677S104206,Sold,"$70,500",Saturday,June,3,12:22am,2023,49,https://bringatrailer.com/listing/1967-chevrolet-corvette-convertible-125/,"10,189","1,179"
2011 Aston Martin V8 Vantage S Roadster,N,2011,Aston Martin,Aston Martin V8 Vantage,,2010s,British,Convertibles,70,Wob https://bringatrailer.com/member/wob/,Dealer,,Black,178982122x https://bringatrailer.com/member/178982122x/,42k,Miles,"Thousand Oaks, California 91320",SCFEKBEL7BGD15486,Sold,"$55,599",Saturday,June,3,12:22am,2023,51,https://bringatrailer.com/listing/2011-aston-martin-vantage-s-roadster/,"7,603",825
1988 Mercedes-Benz 560SL,N,1988,Mercedes-Benz,Mercedes-Benz R107 SL,"r107, sl",1980s,German,Convertibles,20,ThePianoMan https://bringatrailer.com/member/thepianoman/,Private Party,Brown,Beige,MOULINBRUNO https://bringatrailer.com/member/moulinbruno/,78k,Miles,"Wall Township, New Jersey 07731",WDBBA48D6JA076840,Sold,"$14,000",Saturday,June,3,12:16am,2023,27,https://bringatrailer.com/listing/1988-mercedes-benz-560sl-356/,"5,632",530
2013 BMW 135i Convertible 6-Speed,Y,2013,BMW,BMW E82/E88 1-Series,,2010s,German,Convertibles,21,Nicholasb1234 https://bringatrailer.com/member/nicholasb1234/,Dealer,Black,Beige,Lucahemi https://bringatrailer.com/member/lucahemi/,85k,Miles,"Wakefield, Massachusetts 01880",WBAUN7C52DVM27852,Sold,"$18,277",Saturday,June,3,12:09am,2023,56,https://bringatrailer.com/listing/2013-bmw-135i-16/,"4,124",434
22k-Mile 2004 Jaguar XKR Convertible,N,2004,Jaguar,Jaguar XKR,,2000s,British,Convertibles,58,genevamotorcars https://bringatrailer.com/member/genevamotorcars/,Dealer,,,shivanlord https://bringatrailer.com/member/shivanlord/,22k,Miles,"Darien, Wisconsin 53114",SAJDA42B143A39287,Sold,"$29,275",Saturday,June,3,12:09am,2023,30,https://bringatrailer.com/listing/2004-jaguar-xkr-convertible-4/,"3,945",514
2012 Porsche 911 Carrera S Cabriolet 7-Speed,Y,2012,Porsche,Porsche 991 911 (Non-Turbo/GT2/GT3),,2010s,German,Convertibles,43,joebradley https://bringatrailer.com/member/joebradley/,Private Party,Red,Beige,gbart https://bringatrailer.com/member/gbart/,22k,Miles,"Killingworth, Connecticut 06419",WP0CB2A97CS155332,Sold,"$71,000",Friday,June,2,11:59pm,2023,8,https://bringatrailer.com/listing/2012-porsche-911-991-carrera-s-cabriolet-2/,"5,757",666
26-Years-Owned 1973 MG MGB Roadster,N,1973,MG,MG MGB,,1970s,British,Convertibles,51,911r https://bringatrailer.com/member/911r/,Dealer,Green,Black,DrKid https://bringatrailer.com/member/drkid/,54k,Miles,"Portland, Oregon 97227",GHN5UD319162G,Sold,"$17,000",Friday,June,2,11:55pm,2023,37,https://bringatrailer.com/listing/1973-mg-mgb-57/,"9,218",861
39k-Mile 1997 Mercedes-Benz SL600,N,1997,Mercedes-Benz,Mercedes-Benz R129 SL,"r129, sl",1990s,German,Convertibles,26,bnhdavid https://bringatrailer.com/member/bnhdavid/,Private Party,White,,TexMB https://bringatrailer.com/member/texmb/,39k,Miles,"Newport Hills, Washington 98006",WDBFA76F5VF151947,Sold,"$38,750",Friday,June,2,11:42pm,2023,25,https://bringatrailer.com/listing/1997-mercedes-benz-sl600-31/,"6,030",502
12k-Mile 1992 Chevrolet Corvette Convertible 6-Speed,N,1992,Chevrolet,Chevrolet Corvette C4,,1990s,American,Convertibles,55,Blasiuschevycadillac https://bringatrailer.com/member/blasiuschevycadillac/,Dealer,,Green,,12k,Miles,"Wolcott, Connecticut 06705",1G1YY33P3N5115765,Not Sold,"$16,750",Friday,June,2,11:29pm,2023,25,https://bringatrailer.com/listing/1992-chevrolet-corvette-convertible-14/,"5,323",550
44k-Mile 1999 Porsche Boxster 5-Speed,Y,1999,Porsche,Porsche 986 Boxster,986,1990s,German,Convertibles,30,BendJim https://bringatrailer.com/member/bendjim/,Private Party,,Blue,nolnahnod https://bringatrailer.com/member/nolnahnod/,44k-Miles,,"Bend, Oregon 97703",WP0CA2985XU626869,Sold,"$21,500",Friday,June,2,10:50pm,2023,31,https://bringatrailer.com/listing/1999-porsche-boxster-154/,"5,758",688
31k-Mile 2007 Mercedes-Benz SL550 50th Anniversary Edition,N,2007,Mercedes-Benz,Mercedes-Benz R230 SL,,2000s,German,Convertibles,35,Blitzenb https://bringatrailer.com/member/blitzenb/,Private Party,,,,One,of,"Shawnee Mission, Kansas 66226",WDBSK71F87F119693,Not Sold,"$24,250",Friday,June,2,10:29pm,2023,42,https://bringatrailer.com/listing/2007-mercedes-benz-sl550-52/,"3,856",522
8k-Mile 2013 Mercedes-Benz SL63 AMG P30 Performance Package,N,2013,Mercedes-Benz,Mercedes-Benz R231 SL,,elMercedes-Benz AMG,0s,rman,20,nazarro https://bringatrailer.com/member/nazarro/,Private Party,,Black,,8k,Miles,"La Habra Heights, California 90631",WDDJK7EA5DF018060,Not Sold,"$66,000",Friday,June,2,10:01pm,2023,34,https://bringatrailer.com/listing/2013-mercedes-benz-sl63-amg-48/,"5,373",727
8k-Mile 2010 BMW 328i M Sport Convertible,Y,2010,BMW,BMW E92/E93 3-Series Coupe & Convertible,,2010s,Brazilian,rman,13,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,White,Black,Jimringo59 https://bringatrailer.com/member/jimringo59/,8k,Miles,"Yellow House, Pennsylvania 19518",WBAWR3C53AP462373,Sold,"$28,100",Friday,June,2,10:01pm,2023,24,https://bringatrailer.com/listing/2010-bmw-328i-convertible-2/,"3,816",434
Ford Roadster Hot Rod,N,,Ford,Ford Hot Rod,,1930s,American,Convertibles,38,davethewave911 https://bringatrailer.com/member/davethewave911/,Private Party,,Purple Gray,sweett62 https://bringatrailer.com/member/sweett62/,11k,Miles,"Rancho Mirage, California 92270",1826998907,Sold,"$55,000",Friday,June,2,9:44pm,2023,31,https://bringatrailer.com/listing/ford-roadster-hot-rod/,"8,209",512
"1,700-Mile 2005 Ford Thunderbird",N,2005,Ford,Ford Thunderbird (2002-2005),,2000s,American,Convertibles,27,FordsFTW https://bringatrailer.com/member/fordsftw/,Private Party,,Red,Gipper50 https://bringatrailer.com/member/gipper50/,Single-Family-Owned,,"Springville, Utah 84664",1FAHP60A95Y108710,Sold,"$29,000",Friday,June,2,9:25pm,2023,21,https://bringatrailer.com/listing/2005-ford-thunderbird-45/,"3,520",317
1994 Porsche 911 Speedster,N,1994,Porsche,Porsche 911 Speedster,964,1990s,German,Convertibles,37,Wob https://bringatrailer.com/member/wob/,Dealer,Black,Black Gray,,52k,Miles,"Thousand Oaks, California 91320",WP0CB2963RS465383,Not Sold,"$140,000",Friday,June,2,9:11pm,2023,19,https://bringatrailer.com/listing/1994-porsche-911-speedster-24/,"11,847","1,026"
1965 Sunbeam Tiger Mk 1,N,1965,Sunbeam,Sunbeam Tiger,,1960s,British,Convertibles,72,CollectorCarVault https://bringatrailer.com/member/collectorcarvault/,Private Party,Red,Black,,85k,Miles,"Santa Paula, California 93060",B9470075LRXFE,Not Sold,"$36,500",Friday,June,2,9:11pm,2023,23,https://bringatrailer.com/listing/1965-sunbeam-tiger-63/,"24,149","1,687"
37k-Mile 2003 Ferrari 360 Spider,N,2003,Ferrari,Ferrari 360,,2000s,Italian,Convertibles,85,winningmakes https://bringatrailer.com/member/winningmakes/,Dealer,,,JJW007 https://bringatrailer.com/member/jjw007/,37k,Miles,"Santa Barbara, California 93103",ZFFYT53A330131862,Sold,"$85,000",Friday,June,2,9:04pm,2023,54,https://bringatrailer.com/listing/2003-ferrari-360-spider-40/,"7,986",900
1993 Mazda MX-5 Miata Limited Edition 5-Speed,N,1993,Mazda,Mazda NA MX-5 Miata,,1990s,Japanese,Convertibles,42,Triamp https://bringatrailer.com/member/triamp/,Private Party,,Black,chiplamb https://bringatrailer.com/member/chiplamb/,53k,Miles,"North Augusta, South Carolina 29841",JM1NA3516P1412367,Sold,"$11,425",Friday,June,2,8:50pm,2023,15,https://bringatrailer.com/listing/1993-mazda-mx-5-miata-limited-edition-13/,"6,868",521
33k-Mile 2008 Porsche 911 Turbo Cabriolet 6-Speed,N,2008,Porsche,Porsche 997 Turbo,"997, 997 turbo",2000s,German,Convertibles,46,suncoastmotors https://bringatrailer.com/member/suncoastmotors/,Dealer,,,YMC1960 https://bringatrailer.com/member/ymc1960/,33k,Miles,"Santa Barbara, California 93108",WP0CD29938S788660,Sold,"$86,997",Friday,June,2,8:47pm,2023,26,https://bringatrailer.com/listing/2008-porsche-911-turbo-cabriolet-86/,"7,465",703
1959 Jaguar XK150 3.4L Drophead Coupe Project,Y,1959,Jaguar,Jaguar XK150,,1950s,British,Convertibles,30,Hilltopjag https://bringatrailer.com/member/hilltopjag/,Dealer,White,Black,Steve1948 https://bringatrailer.com/member/steve1948/,63k,Miles,"West Hanover, Massachusetts 02339",S838036BW,Sold,"$33,000",Friday,June,2,8:34pm,2023,24,https://bringatrailer.com/listing/1959-jaguar-xk150-dhc-2/,"9,044",830
2012 Audi S5 Cabriolet,N,2012,Audi,Audi S5,,2010s,German,Convertibles,28,Valenti https://bringatrailer.com/member/valenti/,Dealer,,,solarone https://bringatrailer.com/member/solarone/,45k,Miles,"Waterford, Wisconsin, 53185",WAUCGAFH9CN004449,Sold,"$19,750",Friday,June,2,8:13pm,2023,27,https://bringatrailer.com/listing/2012-audi-s5-cabriolet-4/,"5,052",419
35k-Mile 1990 Chrysler TC by Maserati 5-Speed w/Illuminated Sign,Y,1990,Chrysler,Chrysler K-Car,parts and automobilia,elChrysler K-Car,arts and Automobilia – Signs,,41,lbilimited https://bringatrailer.com/member/lbilimited/,Dealer,White,Black,BigDrivsr https://bringatrailer.com/member/bigdrivsr/,35k,Miles,"Philadelphia, Pennsylvania 19124",ZC2FR1209LB206407,Sold,"$12,000",Friday,June,2,7:34pm,2023,10,https://bringatrailer.com/listing/1990-chrysler-tc-12/,"6,597",409
1966 Amphicar Model 770,N,1966,Amphicar,Amphicar Model 770,,1960s,German,Boats,76,David159044 https://bringatrailer.com/member/david159044/,Private Party,,Red,,216,Miles,"Chicago, Illinois 60642",106521934,Not Sold,"$86,500",Friday,June,2,7:11pm,2023,16,https://bringatrailer.com/listing/1966-amphicar-model-770-3/,"12,547",899
33k-Mile 2017 BMW M6 Convertible Competition Package,N,2017,BMW,BMW F06/F12/F13 M6,,2010s,German,Convertibles,23,CarricksLLC https://bringatrailer.com/member/carricksllc/,Dealer,Gray,Brown,,33k,Miles,"Plano, Texas 75075",WBS6G9C57HD932260,Not Sold,"$46,000",Friday,June,2,12:29am,2023,26,https://bringatrailer.com/listing/2017-bmw-m6-convertible/,"4,684",456
36k-Mile 1997 Porsche Boxster 5-Speed,Y,1997,Porsche,Porsche 986 Boxster,986,1990s,German,Convertibles,54,torelloamerican https://bringatrailer.com/member/torelloamerican/,Private Party,Red,Black,ecruz https://bringatrailer.com/member/ecruz/,36k,Miles,"Whitefish Bay, Wisconsin 53217",WP0CA2982VS620262,Sold,"$12,475",Friday,June,2,12:16am,2023,30,https://bringatrailer.com/listing/1997-porsche-boxster-84/,"5,940",631
6k-Mile 2013 Bentley Continental GTC V8,N,2013,Bentley,Bentley Continental GT,,2010s,British,Convertibles,17,Badboys2 https://bringatrailer.com/member/badboys2/,Private Party,,Blue,OhItsYou https://bringatrailer.com/member/ohitsyou/,6k,Miles,"Beverly Hills, California 90210",SCBGT3ZA3DC083269,Sold,"$97,500",Friday,June,2,12:13am,2023,47,https://bringatrailer.com/listing/2013-bentley-continental-gtc-v8-2/,"5,658",601
