Full Auction title,"Is it ""no reserve""",Year,Make,Model Family,Model identifier,Era,Origin,Category,Number of comments,Seller,Private party or dealer,Ext. Color Group,Int. Color Group,Buyer,Odometer,Miles of kilometers,Location,Chassis/VIN,Status,Value,Auction end day,Auction end month,Auction end day number,Auction end time,Auction end year,Number of bids,Auction URL,Number of views,Watchers
1994 Ferrari 348 Spider,N,1994,Ferrari,Ferrari 348,,1990s,Italian,Convertibles,46,Guzzi850 https://bringatrailer.com/member/guzzi850/,Private Party,,,,35k,Miles,"Saint Augustine Beach, Florida 32080",ZFFRG43A8R0098417,Not Sold,"$54,000",Tuesday,June,13,8:34pm,2023,25,https://bringatrailer.com/listing/1994-ferrari-348-20/,"9,854",910
50k-Mile 2012 Porsche 911 Carrera S Cabriolet,N,2012,Porsche,Porsche 991 911 (Non-Turbo/GT2/GT3),,2010s,German,Convertibles,22,sjauroyou https://bringatrailer.com/member/sjauroyou/,Private Party,,,Prattster0 https://bringatrailer.com/member/prattster0/,50k,Miles,"Sherman Oaks, California 91423",WP0CB2A94CS154655,Sold,"$65,000",Tuesday,June,13,8:16pm,2023,28,https://bringatrailer.com/listing/2012-porsche-911-991-carrera-s-cabriolet-3/,"6,423",782
1966 Alfa Romeo Spider 1600,N,1966 1600,Alfa Romeo,Alfa Romeo 105/115 Spider Series 1,,1960s,Italian,Convertibles,106,DSFM2005 https://bringatrailer.com/member/dsfm2005/,Dealer,,Red,Boef https://bringatrailer.com/member/boef/,40k,Miles,"Houston, Texas 77079",AR661276,Sold,"$27,750",Tuesday,June,13,7:31pm,2023,24,https://bringatrailer.com/listing/1966-alfa-romeo-spider-duetto-15/,"9,758",978
25k-Mile 1995 Mercedes-Benz E320 Cabriolet,N,1995,Mercedes-Benz,Mercedes-Benz W124 E-Class,,1990s,German,Convertibles,41,Dean_Laumbach https://bringatrailer.com/member/dean_laumbach/,Dealer,,,,26k,Miles,"Wall Township, New Jersey 07753",WDBEA66E8SC281764,Not Sold,"$32,500",Monday,June,12,11:40pm,2023,27,https://bringatrailer.com/listing/1995-mercedes-benz-e320-cabriolet-183/,"5,691",581
36k-Mile 1991 Mazda MX-5 Miata 5-Speed,Y,1991,Mazda,Mazda NA MX-5 Miata,"eunos, mx-5, mx5, na, na miata",1990s,Japanese,Convertibles,78,Ttutrone https://bringatrailer.com/member/ttutrone/,Private Party,Silver,Black,alta4 https://bringatrailer.com/member/alta4/,36k,Miles,"Indian Shores, Florida 33785",JM1NA3516M1213850,Sold,"$9,500",Monday,June,12,11:29pm,2023,36,https://bringatrailer.com/listing/1991-mazda-mx-5-miata-154/,"7,450",732
28k-Mile 2011 Ferrari California,N,2011,Ferrari,Ferrari California,,2010s,Italian,Convertibles,25,Wob https://bringatrailer.com/member/wob/,Dealer,,,Gcia https://bringatrailer.com/member/gcia/,28k,Miles,"Thousand Oaks, California 91320",ZFF65LJA2B0182177,Sold,"$94,500",Monday,June,12,11:26pm,2023,53,https://bringatrailer.com/listing/2011-ferrari-california-12/,"7,001",880
41k-Mile 2008 BMW 335i Convertible,Y,2008,BMW,BMW E92/E93 3-Series Coupe & Convertible,,2000s,German,Convertibles,7,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,White,Beige,BrunoTC https://bringatrailer.com/member/brunotc/,41k,Miles,"Yellow House, Pennsylvania 19518",WBAWL73508PX56445,Sold,"$17,000",Monday,June,12,11:17pm,2023,14,https://bringatrailer.com/listing/2008-bmw-335i-convertible-9/,"3,775",459
2000 Mercedes-Benz SL500,Y,2000,Mercedes-Benz,Mercedes-Benz R129 SL,"r129, sl",2000s,German,Convertibles,19,BidRunner https://bringatrailer.com/member/bidrunner/,Dealer,Turquoise,Black,Ytsimura https://bringatrailer.com/member/ytsimura/,65k,Miles,"Watertown, New York 13601",WDBFA68F4YF187690,Sold,"$11,000",Monday,June,12,11:04pm,2023,17,https://bringatrailer.com/listing/2000-mercedes-benz-sl500-132/,"3,457",381
42k-Mile 2004 Mercedes-Benz SL600,Y,2004,Mercedes-Benz,Mercedes-Benz R230 SL,"r230, sl",2000s,German,Convertibles,45,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,Black,,rafaeledgardo https://bringatrailer.com/member/rafaeledgardo/,42k,Miles,"Yellow House, Pennsylvania 19518",WDBSK76F14F066100,Sold,"$27,500",Monday,June,12,10:57pm,2023,30,https://bringatrailer.com/listing/2004-mercedes-benz-sl600-86/,"3,873",557
39k-Mile 1997 Porsche Boxster 5-Speed,N,1997,Porsche,Porsche 986 Boxster,986,1990s,German,Convertibles,6,Miata14 https://bringatrailer.com/member/miata14/,Private Party,Silver,Black,,39k,Miles,"Irvine, California 92606",WP0CA2981VS621872,Not Sold,"$11,250",Monday,June,12,10:49pm,2023,19,https://bringatrailer.com/listing/1997-porsche-boxster-82-2/,"3,578",472
29k-Mile 2008 Pontiac Solstice GXP 5-Speed,N,2008,Pontiac,Pontiac Solstice,,2000s,American,Convertibles,15,obryantmckinley https://bringatrailer.com/member/obryantmckinley/,Private Party,,Green,,30k,Miles,"Spokane, Washington 99205",1G2MF35X38Y133537,Not Sold,"$13,000",Monday,June,12,10:31pm,2023,16,https://bringatrailer.com/listing/2008-pontiac-solstice-22/,"3,418",374
"1,800-Mile 2004 Dodge Viper SRT-10 Roadster Mamba Edition",N,2004,Dodge,Dodge Viper ZB I (2003-2006),,2000s,American,Convertibles,26,themotorcoachstore https://bringatrailer.com/member/themotorcoachstore/,Dealer,,,,#70,of,"Bradenton, Florida 34203",1B3JZ65Z84V101138,Not Sold,"$75,000",Monday,June,12,10:11pm,2023,17,https://bringatrailer.com/listing/2004-dodge-viper-srt-10-roadster-15/,"4,845",484
63-Years-Family-Owned 1957 Ford Thunderbird,N,1957,Ford,Ford Thunderbird (1955-1957),,1950s,American,Convertibles,30,MTEnglish https://bringatrailer.com/member/mtenglish/,Private Party,Red,White Red,Dreams01 https://bringatrailer.com/member/dreams01/,48k,Miles,"Santa Maria, California 93455",D7FH353974,Sold,"$32,250",Monday,June,12,10:00pm,2023,28,https://bringatrailer.com/listing/1957-ford-thunderbird-211/,"5,781",730
1962 Austin-Healey 3000 BT7 Mk II 4-Seat Roadster 5-Speed,N,1962 3000,Austin-Healey,Austin-Healey 3000,,1960s,British,Convertibles,58,Sierra_Classic_Sportscar https://bringatrailer.com/member/sierra_classic_sportscar/,Private Party,Blue,Blue,,25k,Miles,"Meadow Vista, California 95722",HBT7L13807,Not Sold,"$40,250",Monday,June,12,9:47pm,2023,19,https://bringatrailer.com/listing/1962-austin-healey-3000-bt7-4-seat-roadster-40/,"7,950",910
64-Years-Family-Owned 1958 MG MGA Roadster,N,1958,MG,MG MGA,"mg, mg a",1950s,British,Convertibles,33,JimDe https://bringatrailer.com/member/jimde/,Private Party,Red,Tan,DJHildebrandt https://bringatrailer.com/member/djhildebrandt/,78k,Miles,"Burbank, California 91504",HDA4341784,Sold,"$21,525",Monday,June,12,9:38pm,2023,16,https://bringatrailer.com/listing/1958-mg-mga-roadster-27/,"6,479",755
16k-Mile 2002 BMW Z3 3.0i 5-Speed,N,2002,BMW,BMW Z3,,2000s,German,Convertibles,41,1600veloce https://bringatrailer.com/member/1600veloce/,Dealer,Red,White,JoeFell24 https://bringatrailer.com/member/joefell24/,16k,Miles,"North Salem, New York 10560",4USCN53492LJ60559,Sold,"$25,000",Monday,June,12,9:20pm,2023,36,https://bringatrailer.com/listing/2002-bmw-z3-55/,"5,644",572
8k-Mile 2008 Mercedes-Benz SL65 AMG,Y,2008,Mercedes-Benz,Mercedes-Benz AMG,,2000s,German,Convertibles,47,The_Dude_Abides https://bringatrailer.com/member/the_dude_abides/,Private Party,,,kenorf https://bringatrailer.com/member/kenorf/,8k,Miles,"Upper Holland, Pennsylvania 19047",WDBSK79F88F138153,Sold,"$68,500",Monday,June,12,9:15pm,2023,9,https://bringatrailer.com/listing/2008-mercedes-benz-sl65-amg-12/,"7,229",707
2000 Porsche 911 Carrera 4 Cabriolet 6-Speed,Y,2000,Porsche,Porsche 996 911 (Non-Turbo/GT2/GT3),,2000s,German,Convertibles,27,hs_bat https://bringatrailer.com/member/hs_bat/,Private Party,Blue,Black,JSH001 https://bringatrailer.com/member/jsh001/,123k,Miles,"Lake Worth, Florida 33463",WP0CA2999YS653241,Sold,"$17,500",Monday,June,12,9:14pm,2023,4,https://bringatrailer.com/listing/2000-porsche-911-carrera-4-cabriolet-16/,"6,456",585
17k-Mile 1986 Chevrolet Corvette Convertible,N,1986,Chevrolet,Chevrolet Corvette C4,,1980s,American,Convertibles,20,Bulletmotorsportsinc https://bringatrailer.com/member/bulletmotorsportsinc/,Dealer,,Yellow,francklouisvictor https://bringatrailer.com/member/francklouisvictor/,17k,Miles,"Lauderhill, Florida 33312",1G1YY678XG5905510,Sold,"$18,250",Monday,June,12,8:43pm,2023,12,https://bringatrailer.com/listing/1986-chevrolet-corvette-convertible-21/,"2,884",336
2004 Porsche 911 Carrera 4S Cabriolet 6-Speed,N,2004,Porsche,Porsche 996 911 (Non-Turbo/GT2/GT3),"996, c4s",2000s,German,Convertibles,16,Dean_Laumbach https://bringatrailer.com/member/dean_laumbach/,Dealer,,Silver,,65k,Miles,"Wall Township, New Jersey 07753",WP0CA29994S652486,Not Sold,"$29,996",Monday,June,12,7:35pm,2023,14,https://bringatrailer.com/listing/2004-porsche-911-carrera-4s-cabriolet-6/,"7,566",860
34k-Mile 2011 Porsche 911 Carrera S Cabriolet,N,2011,Porsche,Porsche 997 911 (Non-Turbo/GT2/GT3),,2010s,German,Convertibles,42,davethewave911 https://bringatrailer.com/member/davethewave911/,Private Party,White,Beige,MEZGER917 https://bringatrailer.com/member/mezger917/,34k,Miles,"Rancho Mirage, California 92270",WP0CB2A94BS755000,Sold,"$67,186",Monday,June,12,7:21pm,2023,14,https://bringatrailer.com/listing/2011-porsche-911-carrera-s-cabriolet-2/,"10,241",992
1992 Ford Mustang Convertible LX 5.0 Summer Edition 5-Speed,Y,1992,Ford,Ford Fox-Body Mustang,,1990s,American,Convertibles,53,Ryangfriedman https://bringatrailer.com/member/ryangfriedman/,Dealer,,,gdiciccoj https://bringatrailer.com/member/gdiciccoj/,Summer,Edition,"Glen Cove, New York 11542",1FACP44E8NF170686,Sold,"$16,250",Monday,June,12,7:20pm,2023,42,https://bringatrailer.com/listing/1992-ford-mustang-9/,"11,964","1,027"
1957 Dual-Ghia Convertible,N,1957,,,,,,,,,,,,,,,,,,Monday,June,12,7:00pm,,10,https://bringatrailer.com/listing/1957-dual-ghia-convertible-3/,"25,515","1,209"
"3,600-Mile 2003 Chevrolet Corvette Convertible 6-Speed",N,2003,Chevrolet,Chevrolet Corvette C5,c5,2000s,American,Convertibles,38,2003_Surftex https://bringatrailer.com/member/2003_surftex/,Private Party,,Black,Bigleo https://bringatrailer.com/member/bigleo/,"3,600",Miles,"San Clemente, California 92673",1G1YY32G035131470,Sold,"$30,250",Sunday,June,11,10:25pm,2023,27,https://bringatrailer.com/listing/3600-mile-2003-chevrolet-corvette-convertible/,"5,656",637
10k-Mile 2005 Chevrolet SSR 6-Speed,Y,2005,Chevrolet,Chevrolet SSR,,2000s,American,Convertibles,27,Collectibleclassics https://bringatrailer.com/member/collectibleclassics/,Dealer,,Yellow,Uby67vw1958 https://bringatrailer.com/member/uby67vw1958/,10k,Miles,"Yellow House, Pennsylvania 19518",1GCES14H05B120592,Sold,"$40,500",Sunday,June,11,10:16pm,2023,19,https://bringatrailer.com/listing/2005-chevrolet-ssr-78/,"4,233",385
1996 Chevrolet Corvette Convertible LT4 6-Speed,Y,1996,Chevrolet,Chevrolet Corvette C4,,1990s,American,Convertibles,36,beasterday85 https://bringatrailer.com/member/beasterday85/,Private Party,,Green,BruceLiam1 https://bringatrailer.com/member/bruceliam1/,42k,Miles,"Tallmadge, Ohio 44278",1G1YY3259T5114083,Sold,"$20,250",Sunday,June,11,10:13pm,2023,19,https://bringatrailer.com/listing/1996-chevrolet-corvette-convertible-21/,"5,440",631
36-Years-Owned 1965 Ford Mustang GT Convertible 4-Speed,N,1965,Ford,Ford Mustang 1964.5-1966,,1960s,American,Convertibles,30,johnmccalmont https://bringatrailer.com/member/johnmccalmont/,Private Party,Yellow,Black,gfas1 https://bringatrailer.com/member/gfas1/,86k,Miles,"Rockwall, Texas 75032",5RO8A244804,Sold,"$42,250",Sunday,June,11,10:10pm,2023,17,https://bringatrailer.com/listing/1965-ford-mustang-convertible-162/,"7,585",812
1988 Ford Mustang Convertible 5.0,N,1988,Ford,Ford Fox-Body Mustang,,1980s,American,Convertibles,27,longmacsales https://bringatrailer.com/member/longmacsales/,Dealer,,Black,Vanweche https://bringatrailer.com/member/vanweche/,52k,Miles,"Salina, Kansas 67401",1FABP45E4JF160256,Sold,"$16,199",Sunday,June,11,10:05pm,2023,19,https://bringatrailer.com/listing/1988-ford-mustang-convertible-11/,"5,927",582
18k-Mile 2007 Mercedes-Benz SL550,N,2007,Mercedes-Benz,Mercedes-Benz R230 SL,,2000s,German,Convertibles,24,Justadude https://bringatrailer.com/member/justadude/,Private Party,Blue,,klein001 https://bringatrailer.com/member/klein001/,18k,Miles,"Scottsdale, Arizona 85255",WDBSK71FX7F132252,Sold,"$30,000",Sunday,June,11,9:51pm,2023,15,https://bringatrailer.com/listing/2007-mercedes-benz-sl550-70/,"4,697",567
1991 BMW 325i Convertible,N,1991,BMW,BMW E30 3-Series,,1990s,German,Convertibles,19,Dpiagg https://bringatrailer.com/member/dpiagg/,Private Party,White,Black,Phgarcia https://bringatrailer.com/member/phgarcia/,77k,Miles,"San Diego, California 92154",WBABB2312MEC26181,Sold,"$14,000",Sunday,June,11,9:51pm,2023,43,https://bringatrailer.com/listing/1991-bmw-325i-convertible-22/,"5,185",441
Coyote-Powered 1956 Ford Thunderbird,Y,1956,Ford,Ford Thunderbird (1955-1957),,1950s,American,Convertibles,131,Calicruiser1 https://bringatrailer.com/member/calicruiser1/,Private Party,,Black,Orion_T_Hunter https://bringatrailer.com/member/orion_t_hunter/,421,Miles,"Del Mar, California 92014",P6FH172319,Sold,"$120,000",Sunday,June,11,9:37pm,2023,55,https://bringatrailer.com/listing/1956-ford-thunderbird-132/,"26,232","1,617"
21k-Mile 2003 Mercedes-Benz SL500 Designo Launch Edition,N,2003,Mercedes-Benz,Mercedes-Benz R230 SL,"r230, sl",2000s,German,Convertibles,16,tstuckey https://bringatrailer.com/member/tstuckey/,Private Party,Silver,,,21k,Miles,"Macon, Georgia 31210",WDBSK75F63F013232,Not Sold,"$20,000",Sunday,June,11,9:18pm,2023,28,https://bringatrailer.com/listing/21k-mile-2003-mercedes-benz-sl500/,"3,654",473
47k-Mile 2003 BMW M3 Convertible,N,2003,BMW,BMW E46 M3,,2000s,German,Convertibles,13,lwanie https://bringatrailer.com/member/lwanie/,Private Party,,Silver Gray,j4r7r6 https://bringatrailer.com/member/j4r7r6/,47k,Miles,"Bedford Hills, New York 10507",WBSBR93443PK03981,Sold,"$24,250",Sunday,June,11,9:07pm,2023,35,https://bringatrailer.com/listing/2003-bmw-m3-convertible-111/,"6,173",576
29k-Mile 2011 Chevrolet Camaro Convertible SLP ZL585 6-Speed,N,2011,Chevrolet,Chevrolet Camaro 5th Generation 2010-2015,,2010s,American,Convertibles,18,Drs111464 https://bringatrailer.com/member/drs111464/,Private Party,Gray,Orange,advance_heating https://bringatrailer.com/member/advance_heating/,29k,Miles,"Statesville, North Carolina 28625",2G1FT3DW1B9172203,Sold,"$39,000",Sunday,June,11,8:48pm,2023,34,https://bringatrailer.com/listing/2011-chevrolet-camaro-88/,"4,332",500
1964 Dodge Dart Convertible,N,1964,Dodge,Dodge Dart,,1960s,American,Convertibles,36,Axam86 https://bringatrailer.com/member/axam86/,Private Party,Blue,White,,31k,Miles,"Auburn, California 95604",7442623095,Not Sold,"$9,000",Sunday,June,11,8:44pm,2023,21,https://bringatrailer.com/listing/1964-dodge-dart-15/,"6,707",503
1991 BMW 325i Cabriolet M-Technic 5-Speed,Y,1991,BMW,BMW E30 3-Series,,1990s,German,Convertibles,88,Platinum911SC https://bringatrailer.com/member/platinum911sc/,Private Party,Red,Black,Jakethesnake86 https://bringatrailer.com/member/jakethesnake86/,146k,Miles,"Orinda, California 94563",WBABB1318MEC04986,Sold,"$35,501",Sunday,June,11,8:41pm,2023,30,https://bringatrailer.com/listing/1991-bmw-325ic-m-technic-ii-17/,"11,182",688
1981 Alfa Romeo Spider Veloce Project,Y,1981,Alfa Romeo,Alfa Romeo 105/115 Spider Series 2,,1980s,Italian,Convertibles,23,AntiqueCarLover https://bringatrailer.com/member/antiquecarlover/,Private Party,Red,Black,RexTexas https://bringatrailer.com/member/rextexas/,67k,Miles,"Franklin, Tennessee 37069",ZARBA5417B1012705,Sold,"$1,200",Sunday,June,11,7:59pm,2023,6,https://bringatrailer.com/listing/1981-alfa-romeo-spider-9/,"6,468",403
7k-Mile 2008 Honda S2000,N,2008,Honda,Honda S2000,ap2,2000s,Japanese,Convertibles,73,Amik83 https://bringatrailer.com/member/amik83/,Private Party,,Silver,Ronnabbott https://bringatrailer.com/member/ronnabbott/,7k,Miles,"Piperton, Tennessee 38017",JHMAP21468S000192,Sold,"$41,000",Sunday,June,11,7:56pm,2023,32,https://bringatrailer.com/listing/2008-honda-s2000-82/,"10,190",966
42k-Mile 2002 Porsche Boxster S 6-Speed,Y,2002,Porsche,Porsche 986 Boxster,986,2000s,German,Convertibles,37,High-Bidder https://bringatrailer.com/member/high-bidder/,Private Party,Silver,Black,Spitfire75 https://bringatrailer.com/member/spitfire75/,42k,Miles,"Virginia Foothills, Nevada 89511",WP0CB29892U660710,Sold,"$18,500",Sunday,June,11,7:43pm,2023,29,https://bringatrailer.com/listing/2002-porsche-boxster-s-113/,"7,791",899
2000 BMW M Roadster,Y,2000,BMW,BMW Z3 M Roadster,z3m,2000s,German,Convertibles,32,Bigjorge56 https://bringatrailer.com/member/bigjorge56/,Private Party,,,LiberateHongKong https://bringatrailer.com/member/liberatehongkong/,67k,Miles,"Elkhorn, Nebraska 68022",WBSCK934XYLC92255,Sold,"$19,250",Sunday,June,11,7:37pm,2023,27,https://bringatrailer.com/listing/2000-bmw-m-roadster-146/,"7,906",758
One-Owner 1999 Mazda MX-5 Miata 5-Speed,Y,1999,Mazda,Mazda NB MX-5 Miata,"eunos, mx-5, mx5, nb, nb miata",1990s,Japanese,Convertibles,98,vicsil https://bringatrailer.com/member/vicsil/,Private Party,Silver,Black,RAulDukE13 https://bringatrailer.com/member/raulduke13/,45k,Miles,"Pasadena, California 91105",JM1NB3537X0117444,Sold,"$11,600",Sunday,June,11,7:31pm,2023,35,https://bringatrailer.com/listing/1999-mazda-mx-5-miata-156/,"7,992",639
8k-Mile 2006 Cadillac XLR-V,N,2006,Cadillac,Cadillac XLR,,2000s,American,Convertibles,27,sdbethke https://bringatrailer.com/member/sdbethke/,Private Party,,,,8k,Miles,"Middleton, Wisconsin 53562",1G6YX36D665604001,Not Sold,"$34,000",Sunday,June,11,7:29pm,2023,23,https://bringatrailer.com/listing/2006-cadillac-xlr-v-38/,"6,106",675
9k-Mile 1993 Dodge Viper RT/10,N,1993,Dodge,Dodge Viper SR I (1992-1995),,1990s,American,Convertibles,44,slivesay https://bringatrailer.com/member/slivesay/,Private Party,,Red,LRAEnterprises https://bringatrailer.com/member/lraenterprises/,9k,Miles,"Louisville, Kentucky 40218",1B3BR65EXPV200338,Sold,"$50,000",Sunday,June,11,7:12pm,2023,19,https://bringatrailer.com/listing/1993-dodge-viper-29/,"5,041",556
2002 BMW M3 Convertible 6-Speed,N,2002,BMW,BMW E46 M3,"3 series, 3-series, e46, e46 m3",2000s,German,Convertibles,23,mitchgabel https://bringatrailer.com/member/mitchgabel/,Private Party,,Blue,bimmerenjoyer https://bringatrailer.com/member/bimmerenjoyer/,110k,Miles,"Palatine, Illinois 60074",WBSBR93492EX24754,Sold,"$16,250",Saturday,June,10,11:17pm,2023,19,https://bringatrailer.com/listing/2002-bmw-m3-convertible-118/,"5,858",524
33k-Mile 1999 Mercedes-Benz SL500,N,1999,Mercedes-Benz,Mercedes-Benz R129 SL,"r129, sl",1990s,German,Convertibles,31,taa95 https://bringatrailer.com/member/taa95/,Private Party,Black,Black,,33k,Miles,"Watertown, Massachusetts 02472",WDBFA68F0XF179035,Not Sold,"$13,400",Saturday,June,10,11:11pm,2023,20,https://bringatrailer.com/listing/33k-mile-1999-mercedes-benz-sl500/,"3,752",410
46k-Mile 1988 Mazda RX-7 Convertible 5-Speed,N,1988,Mazda,Mazda RX-7 FC,,1980s,Japanese,Convertibles,26,KrisG https://bringatrailer.com/member/krisg/,Private Party,Red,Black,tdarroch https://bringatrailer.com/member/tdarroch/,46k,Miles,"Las Vegas, Nevada 89148",JM1FC3514J0102844,Sold,"$10,750",Saturday,June,10,11:06pm,2023,21,https://bringatrailer.com/listing/1988-mazda-rx-7-convertible-2/,"3,978",405
47k-Mile 2003 BMW 330Ci Convertible,Y,2003,BMW,BMW E46 3-Series Convertible,,2000s,German,Convertibles,26,aSingh39 https://bringatrailer.com/member/asingh39/,Dealer,Gray,Gray,cgraff https://bringatrailer.com/member/cgraff/,47k,Miles,"Newburgh, New York 12550",WBABS534X3JU97262,Sold,"$15,999",Saturday,June,10,11:00pm,2023,25,https://bringatrailer.com/listing/2003-bmw-330ci-convertible-13/,"3,871",454
24-Years-Owned 1956 Ford Thunderbird,N,1956,Ford,Ford Thunderbird (1955-1957),,1950s,American,Convertibles,41,HTSmith https://bringatrailer.com/member/htsmith/,Dealer,Black,Black White,jamesanchez https://bringatrailer.com/member/jamesanchez/,62k,Miles,"Hayden Lake, Idaho 83835",P6FH348781,Sold,"$27,250",Saturday,June,10,10:57pm,2023,19,https://bringatrailer.com/listing/1956-ford-thunderbird-134/,"5,382",562
